Origin_Region,Destination_Region,flow2000,flow2005,flow2010,flow2015,flow2019,increase_rate_2000_2005,increase_rate_2005_2010,increase_rate_2010_2015,increase_rate_2015_2019
Middle Africa,Northern Africa,106674.0,118642.0,125009.0,100240.0,122952.0,11.219228678028385,5.366564960132162,-19.8137734083146,22.657621707901036
Middle Africa,Northern America,37821.0,64916.0,93079.0,142131.0,153041.0,71.64009412760107,43.38375747119354,52.69931993253043,7.67601719540424
Middle Africa,Northern Europe,26709.0,45701.0,53184.0,67935.0,79409.0,71.10711745104646,16.373821141769326,27.735785198555956,16.88967395304335
Middle Africa,Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle Africa,South America,6854.0,7200.0,7535.0,9112.0,10274.0,5.048147067405894,4.652777777777778,20.92899800928998,12.75241439859526
Middle Africa,South Eastern Asia,3082.0,2500.0,642.0,653.0,672.0,-18.883841661258923,-74.32,1.7133956386292832,2.909647779479326
Middle Africa,Southern Africa,91744.0,99854.0,125463.0,189598.0,209843.0,8.839815137774677,25.646443807959624,51.118656496337564,10.677855251637675
Middle Africa,Southern Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle Africa,Southern Europe,222195.0,236451.0,219313.0,236063.0,245685.0,6.415985958279889,-7.248013330457473,7.637486149931832,4.076030551166426
Middle Africa,Western Africa,43665.0,94118.0,83200.0,112946.0,119295.0,115.54563151265316,-11.60033149875688,35.75240384615385,5.621270341579162
Middle Africa,Western Asia,9704.0,6369.0,7615.0,8043.0,8537.0,-34.36727122835944,19.5635107552206,5.6204858831254105,6.141986820837995
Middle Africa,Western Europe,265175.0,363603.0,437121.0,484514.0,518996.0,37.11812953709814,20.219305121244872,10.842078051615,7.116822217727455
Northern Africa,Australia New Zealand,47286.0,63612.0,74703.0,72954.0,78326.0,34.526075371145794,17.43538954914167,-2.3412714348821333,7.363544151108918
Northern Africa,Caribbean,386.0,383.0,374.0,382.0,381.0,-0.7772020725388601,-2.3498694516971277,2.13903743315508,-0.2617801047120419
Northern Africa,Central America,752.0,769.0,864.0,934.0,962.0,2.2606382978723407,12.35370611183355,8.101851851851851,2.9978586723768736
Northern Africa,Central Asia,138.0,133.0,132.0,129.0,128.0,-3.6231884057971016,-0.7518796992481203,-2.272727272727273,-0.7751937984496124
Northern Africa,Eastern Africa,416596.0,430191.0,215299.0,684699.0,702058.0,3.2633534647476212,-49.9526954306343,218.02237818104126,2.5352746243239728
Northern Africa,Eastern Asia,1103.0,1503.0,1593.0,1747.0,1977.0,36.26473254759746,5.9880239520958085,9.667294413057125,13.16542644533486
Northern Africa,Eastern Europe,11203.0,12407.0,13551.0,16814.0,20424.0,10.747121306792822,9.220601273474651,24.07940373404177,21.470203401926966
Northern Africa,Melanesia,2027.0,2158.0,2291.0,1759.0,1852.0,6.46275283670449,6.163113994439295,-23.221300742034046,5.287094940306993
Northern Africa,Micronesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Africa,Middle Africa,76729.0,288315.0,317924.0,350934.0,384488.0,275.75753626399404,10.269670325858868,10.382984612674727,9.561342018727167
Northern Africa,Northern Africa,276079.0,261132.0,294308.0,316931.0,351474.0,-5.414030042125623,12.70468575279935,7.686845073868192,10.899217810816864
Northern Africa,Northern America,293321.0,368068.0,456587.0,689458.0,742616.0,25.483003262637176,24.04963213319278,51.00254715968698,7.71011432168457
Northern Africa,Northern Europe,99296.0,124884.0,140304.0,181711.0,215160.0,25.769416693522395,12.34745844143365,29.512344623104113,18.40780139892467
Northern Africa,Polynesia,710.0,743.0,717.0,681.0,706.0,4.647887323943662,-3.4993270524899054,-5.02092050209205,3.671071953010279
Northern Africa,South America,7077.0,6737.0,7098.0,8252.0,9105.0,-4.804295605482549,5.358468160902479,16.25810087348549,10.336888027144935
Northern Africa,South Eastern Asia,5667.0,4117.0,3326.0,3565.0,3703.0,-27.351332274572083,-19.213019188729657,7.185808779314491,3.870967741935484
Northern Africa,Southern Africa,5084.0,6157.0,9079.0,15538.0,17351.0,21.105428796223446,47.45817768393698,71.14219627712302,11.668168361436479
Northern Africa,Southern Asia,73.0,109.0,200.0,207.0,210.0,49.31506849315068,83.4862385321101,3.5000000000000004,1.4492753623188406
Northern Africa,Southern Europe,758803.0,1183899.0,1577438.0,1504300.0,1567424.0,56.021918732530054,33.240926802032945,-4.636505523513444,4.196237452635778
Northern Africa,Western Africa,16353.0,18877.0,20747.0,58286.0,60096.0,15.434476854399804,9.90623510091646,180.93700294018413,3.105376934426792
Northern Africa,Western Asia,1883459.0,2064160.0,2866741.0,3476220.0,3878463.0,9.594103189928743,38.88172428493915,21.260344063171384,11.571275696014636
Northern Africa,Western Europe,2540323.0,3168193.0,3252256.0,3598357.0,3840948.0,24.716148300826312,2.6533421417192704,10.641874440388456,6.741715733041496
Northern America,Australia New Zealand,110887.0,132803.0,159524.0,190070.0,206109.0,19.764264521539946,20.120780404057136,19.148215942428727,8.438470037354659
Northern America,Caribbean,301434.0,300426.0,273716.0,245048.0,242204.0,-0.33440156054061587,-8.890708527224675,-10.47362960148475,-1.1605889458391825
Northern America,Central America,403790.0,568703.0,805955.0,809963.0,835517.0,40.84127888258748,41.71808483514242,0.49729823625388514,3.1549589302227385
Northern America,Central Asia,345.0,331.0,329.0,323.0,320.0,-4.057971014492753,-0.6042296072507553,-1.82370820668693,-0.9287925696594427
Northern America,Eastern Africa,3144.0,3475.0,3835.0,3780.0,3906.0,10.527989821882953,10.359712230215827,-1.4341590612777053,3.3333333333333335
Northern America,Eastern Asia,140004.0,155517.0,188308.0,211356.0,228143.0,11.080397702922774,21.08515467762367,12.239522484440386,7.942523514828062
Northern America,Eastern Europe,29251.0,36805.0,44849.0,49528.0,57416.0,25.82475812792725,21.855726124167912,10.432785569354946,15.926344693910515
Northern America,Melanesia,1253.0,1202.0,984.0,995.0,1002.0,-4.07023144453312,-18.136439267886857,1.1178861788617886,0.7035175879396985
Northern America,Micronesia,22653.0,22324.0,21661.0,21723.0,22662.0,-1.452346267602525,-2.9698978677656336,0.2862287059692535,4.322607374672007
Northern America,Middle Africa,1629.0,2379.0,2313.0,2687.0,2831.0,46.04051565377532,-2.7742749054224465,16.169476869865974,5.359136583550428
Northern America,Northern Africa,16833.0,18496.0,20370.0,20842.0,23764.0,9.879403552545595,10.131920415224913,2.3171330387825235,14.019767776604933
Northern America,Northern America,1114800.0,1132961.0,1149563.0,1100100.0,1113506.0,1.62908144958737,1.4653637680379112,-4.302765485667162,1.2186164894100535
Northern America,Northern Europe,310927.0,339498.0,382450.0,416558.0,469547.0,9.188973617601558,12.651620922656392,8.91828997254543,12.720677552705745
Northern America,Polynesia,4673.0,4161.0,3565.0,3460.0,3463.0,-10.956558955702974,-14.323479932708484,-2.9453015427769986,0.08670520231213873
Northern America,South America,94185.0,102314.0,120493.0,146343.0,164799.0,8.63088602219037,17.767851906874917,21.453528420738134,12.611467579590412
Northern America,South Eastern Asia,54181.0,57602.0,80260.0,87084.0,86110.0,6.314021520459201,39.335439741675636,8.502367306254673,-1.1184603371457444
Northern America,Southern Africa,11536.0,14797.0,22146.0,27440.0,30584.0,28.268030513176146,49.665472730958975,23.90499412986544,11.457725947521865
Northern America,Southern Asia,37370.0,43151.0,49108.0,51538.0,52093.0,15.46962804388547,13.805010312623114,4.948277266433167,1.076875315301331
Northern America,Southern Europe,121511.0,154072.0,185965.0,188022.0,200014.0,26.796750911440114,20.700062308531074,1.106122119753717,6.377977045239387
Northern America,Western Africa,7025.0,5935.0,5073.0,5379.0,5602.0,-15.516014234875444,-14.524010109519796,6.0319337670017745,4.1457519985127345
Northern America,Western Asia,106461.0,118515.0,140330.0,141149.0,147615.0,11.322456110688421,18.40695270640847,0.5836243141167249,4.5809747146632285
Northern America,Western Europe,274254.0,295837.0,313099.0,338927.0,370700.0,7.869712018785506,5.834969932767031,8.249148033050249,9.374585087644242
Northern Europe,Australia New Zealand,1447427.0,1460320.0,1564893.0,1622399.0,1690726.0,0.8907530397042476,7.160964720061356,3.6747560376332435,4.211479420290569
Northern Europe,Caribbean,21556.0,20847.0,19969.0,20722.0,21554.0,-3.289107441083689,-4.211637166019091,3.770844809454655,4.0150564617314926
Northern Europe,Central America,7705.0,7627.0,8914.0,9971.0,10353.0,-1.0123296560674888,16.8742624885276,11.857751851020867,3.831110219636947
Northern Europe,Central Asia,12942.0,12251.0,11484.0,11296.0,11502.0,-5.339205686910833,-6.260713411150111,-1.637060257749913,1.8236543909348442
Northern Europe,Eastern Africa,29243.0,25018.0,17985.0,18004.0,18579.0,-14.44790206203194,-28.111759533136144,0.105643591882124,3.1937347256165296
Northern Europe,Eastern Asia,43664.0,45355.0,50277.0,53135.0,60989.0,3.8727555881275197,10.852166244074525,5.684507826640412,14.781217653147644
Northern Europe,Eastern Europe,465396.0,451418.0,437916.0,457034.0,489026.0,-3.003463716920644,-2.9910194099482075,4.365677435855278,6.999916855201145
Northern Europe,Melanesia,2434.0,2397.0,2116.0,2146.0,2167.0,-1.5201314708299096,-11.722987067167292,1.4177693761814745,0.97856477166822
Northern Europe,Micronesia,13.0,11.0,9.0,8.0,8.0,-15.384615384615385,-18.181818181818183,-11.11111111111111,0.0
Northern Europe,Middle Africa,37.0,284.0,232.0,284.0,284.0,667.5675675675675,-18.30985915492958,22.413793103448278,0.0
Northern Europe,Northern Africa,12036.0,13228.0,14443.0,14865.0,16844.0,9.903622465935527,9.185061989718777,2.921830644602922,13.31315169862092
Northern Europe,Northern America,1779724.0,1703726.0,1687828.0,1599828.0,1693088.0,-4.2702126846634645,-0.9331312664125571,-5.213801406304434,5.829376657990734
Northern Europe,Northern Europe,1426435.0,1593484.0,1742296.0,1881618.0,2050704.0,11.710943716327767,9.338782190470692,7.996459843792329,8.986202300360647
Northern Europe,Polynesia,177.0,195.0,204.0,186.0,187.0,10.16949152542373,4.615384615384616,-8.823529411764707,0.5376344086021506
Northern Europe,South America,23972.0,26644.0,30998.0,39490.0,45626.0,11.146337393625897,16.341390181654404,27.395315826827538,15.538110914155482
Northern Europe,South Eastern Asia,56436.0,61600.0,50453.0,56054.0,58524.0,9.150187823375152,-18.09577922077922,11.101421124611024,4.406465194276947
Northern Europe,Southern Africa,137616.0,179748.0,149841.0,149660.0,167459.0,30.615626089989533,-16.638293611055477,-0.12079470905826843,11.892957370038754
Northern Europe,Southern Asia,39372.0,45465.0,51867.0,54370.0,54939.0,15.475464797317892,14.081161332893435,4.825804461410916,1.0465330145300717
Northern Europe,Southern Europe,252073.0,419058.0,578444.0,570677.0,582720.0,66.24469895625474,38.03435323988565,-1.3427401788245708,2.1103005728284123
Northern Europe,Western Africa,3944.0,2977.0,2027.0,2485.0,2580.0,-24.518255578093306,-31.911320120927105,22.59496793290577,3.8229376257545273
Northern Europe,Western Asia,120847.0,124927.0,155108.0,160580.0,179540.0,3.3761698676839305,24.1589088027408,3.5278644557340693,11.807198903973097
Northern Europe,Western Europe,548446.0,596687.0,645267.0,676354.0,741588.0,8.79594344748617,8.141621989418239,4.817695620572569,9.644949242556413
Polynesia,Australia New Zealand,113111.0,121893.0,132990.0,146779.0,155612.0,7.764054778049881,9.103886195269622,10.36844875554553,6.017890842695481
Polynesia,Caribbean,26.0,23.0,19.0,19.0,19.0,-11.538461538461538,-17.391304347826086,0.0,0.0
Polynesia,Central America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polynesia,Central Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polynesia,Eastern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polynesia,Eastern Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polynesia,Eastern Europe,1080.0,869.0,642.0,640.0,639.0,-19.537037037037035,-26.121979286536252,-0.3115264797507788,-0.15625
Polynesia,Melanesia,12840.0,11280.0,9835.0,13837.0,14499.0,-12.149532710280374,-12.810283687943263,40.691408235892226,4.78427404784274
Polynesia,Micronesia,610.0,597.0,367.0,387.0,400.0,-2.1311475409836063,-38.52596314907873,5.449591280653951,3.359173126614987
Polynesia,Middle Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polynesia,Northern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polynesia,Northern America,34874.0,33282.0,32670.0,38836.0,41930.0,-4.565005448184895,-1.8388318009734992,18.873584328129784,7.966834895457822
Polynesia,Northern Europe,575.0,600.0,634.0,790.0,894.0,4.3478260869565215,5.666666666666666,24.605678233438486,13.164556962025317
Polynesia,Polynesia,21853.0,20955.0,19887.0,19492.0,19416.0,-4.1092756143321285,-5.0966356478167505,-1.9862221551767485,-0.3899035501744305
Polynesia,South America,374.0,473.0,573.0,865.0,1153.0,26.47058823529412,21.141649048625794,50.959860383944154,33.29479768786127
Polynesia,South Eastern Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polynesia,Southern Africa,9.0,11.0,17.0,29.0,32.0,22.22222222222222,54.54545454545454,70.58823529411765,10.344827586206897
Polynesia,Southern Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polynesia,Southern Europe,462.0,518.0,652.0,578.0,573.0,12.121212121212121,25.868725868725868,-11.349693251533742,-0.8650519031141869
Polynesia,Western Africa,0.0,0.0,604.0,1748.0,1784.0,0.0,0.0,189.40397350993376,2.059496567505721
Polynesia,Western Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polynesia,Western Europe,241.0,115.0,152.0,171.0,185.0,-52.282157676348554,32.17391304347826,12.5,8.187134502923977
South America,Australia New Zealand,69585.0,80213.0,105442.0,134428.0,167953.0,15.273406624991019,31.452507698253402,27.48999449934561,24.939000803404053
South America,Caribbean,96094.0,92600.0,92840.0,93557.0,103440.0,-3.636023060753012,0.2591792656587473,0.7722964239551917,10.563613625917888
South America,Central America,88535.0,115192.0,169176.0,198981.0,196279.0,30.10899644208505,46.86436558094312,17.617747198184137,-1.357918595242762
South America,Central Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,Eastern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,Eastern Asia,369009.0,344295.0,367637.0,315157.0,338951.0,-6.697397624448184,6.77965117123397,-14.274950562647392,7.549887833682894
South America,Eastern Europe,7272.0,7089.0,6835.0,8908.0,9412.0,-2.5165016501650164,-3.583015940189025,30.329188002926116,5.657835653345308
South America,Melanesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,Micronesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,Middle Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,Northern Africa,564.0,655.0,710.0,610.0,774.0,16.134751773049647,8.396946564885496,-14.084507042253522,26.885245901639344
South America,Northern America,2172962.0,2577362.0,3069079.0,3368297.0,3747431.0,18.61054173980033,19.078305647402267,9.749439489827404,11.255955160723653
South America,Northern Europe,149566.0,196449.0,219536.0,262500.0,294082.0,31.346027840551997,11.752159593584086,19.570366591356315,12.031238095238095
South America,Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,South America,2449915.0,2895686.0,3632721.0,4191981.0,6160034.0,18.19536596167622,25.452863328413372,15.395071628126686,46.94804198778573
South America,South Eastern Asia,6803.0,5548.0,1437.0,1324.0,1358.0,-18.44774364251066,-74.098774333093,-7.8636047320807245,2.56797583081571
South America,Southern Africa,3975.0,4797.0,7117.0,12315.0,13754.0,20.67924528301887,48.36356055868251,73.0363917380919,11.68493706861551
South America,Southern Asia,10221.0,12165.0,14083.0,14919.0,15115.0,19.019665394775462,15.766543362104398,5.936235177163956,1.313760975936725
South America,Southern Europe,556548.0,1929196.0,2751715.0,2460932.0,2593480.0,246.63604936142076,42.635325804117365,-10.567337097046751,5.386089497800021
South America,Western Africa,1080.0,1132.0,2887.0,6009.0,6155.0,4.814814814814815,155.03533568904592,108.1399376515414,2.4296888001331336
South America,Western Asia,52220.0,57359.0,63266.0,64970.0,63460.0,9.841057066258138,10.298296692759637,2.6933898144342936,-2.324149607511159
South America,Western Europe,442480.0,578272.0,653057.0,718339.0,767077.0,30.68884469354547,12.93249543467434,9.99637091402435,6.784818866858126
South Eastern Asia,Australia New Zealand,568763.0,664642.0,846207.0,1003393.0,1146711.0,16.857460840455516,27.317713897105513,18.57536040236018,14.283336638784604
South Eastern Asia,Caribbean,2309.0,3510.0,4854.0,5186.0,5518.0,52.01385881333911,38.2905982905983,6.839719818706222,6.4018511376783644
South Eastern Asia,Central America,1667.0,2204.0,3052.0,3438.0,3595.0,32.21355728854229,38.475499092558984,12.647444298820446,4.566608493310064
South Eastern Asia,Central Asia,205.0,175.0,146.0,130.0,126.0,-14.634146341463413,-16.57142857142857,-10.95890410958904,-3.076923076923077
South Eastern Asia,Eastern Africa,1142.0,1080.0,1023.0,1146.0,1156.0,-5.42907180385289,-5.277777777777778,12.023460410557185,0.8726003490401396
South Eastern Asia,Eastern Asia,663072.0,837391.0,990154.0,1220543.0,1430434.0,26.289603542300082,18.242732486974425,23.267996695463534,17.196526464041003
South Eastern Asia,Eastern Europe,54288.0,75640.0,94163.0,88542.0,92092.0,39.330975537872085,24.488365943945002,-5.969435978038083,4.009396670506652
South Eastern Asia,Melanesia,11738.0,15234.0,18566.0,18075.0,18339.0,29.783608791957743,21.87212813443613,-2.6446191963804804,1.4605809128630707
South Eastern Asia,Micronesia,50164.0,50200.0,45629.0,44330.0,45973.0,0.07176461207240252,-9.105577689243027,-2.8468736987442194,3.7062937062937062
South Eastern Asia,Middle Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Eastern Asia,Northern Africa,29521.0,32326.0,35271.0,36774.0,41019.0,9.50171064665831,9.110313679391203,4.261291145700434,11.543481807798988
South Eastern Asia,Northern America,3597674.0,4066210.0,4650955.0,5161519.0,5437431.0,13.023303389912483,14.380590279400227,10.977616425013787,5.345558158363846
South Eastern Asia,Northern Europe,276163.0,378652.0,478969.0,587607.0,670724.0,37.11177818896811,26.493191637704278,22.681634928356534,14.144998272655023
South Eastern Asia,Polynesia,882.0,1115.0,1347.0,1343.0,1344.0,26.417233560090704,20.807174887892376,-0.2969561989606533,0.07446016381236038
South Eastern Asia,South America,3261.0,3684.0,5394.0,6420.0,7323.0,12.97148114075437,46.416938110749186,19.021134593993324,14.065420560747663
South Eastern Asia,South Eastern Asia,3454008.0,4596472.0,5943876.0,6813281.0,6855917.0,33.07647231853545,29.31387377101394,14.626903387621141,0.6257778007394675
South Eastern Asia,Southern Africa,3000.0,3655.0,5459.0,9497.0,10610.0,21.833333333333332,49.35704514363885,73.96959150027477,11.71949036537854
South Eastern Asia,Southern Asia,715035.0,785181.0,834388.0,849714.0,1554981.0,9.810149153537939,6.266962649376386,1.8367953518027584,83.00051546755732
South Eastern Asia,Southern Europe,125564.0,169552.0,218106.0,229398.0,247444.0,35.03233410850244,28.636642445975273,5.177299111441226,7.866677128832858
South Eastern Asia,Western Africa,40.0,45.0,1068.0,1389.0,1528.0,12.5,2273.3333333333335,30.0561797752809,10.007199424046076
South Eastern Asia,Western Asia,1613525.0,1956546.0,2900361.0,3602016.0,4186333.0,21.25910661440015,48.238835171777204,24.191988514533193,16.2219434894237
South Eastern Asia,Western Europe,697431.0,735553.0,776399.0,823924.0,880342.0,5.466060441821485,5.553100864247716,6.121208296249738,6.84747622353518
Southern Africa,Australia New Zealand,107439.0,156075.0,207124.0,237076.0,257822.0,45.26847792700974,32.70799295210636,14.460902647689307,8.750780340481533
Southern Africa,Caribbean,469.0,342.0,214.0,228.0,237.0,-27.078891257995735,-37.42690058479532,6.5420560747663545,3.9473684210526314
Southern Africa,Central America,179.0,203.0,290.0,308.0,316.0,13.40782122905028,42.857142857142854,6.206896551724138,2.5974025974025974
Southern Africa,Central Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Africa,Eastern Africa,50491.0,59136.0,63968.0,64921.0,67715.0,17.12186330237072,8.170995670995671,1.489807403701851,4.303692179726128
Southern Africa,Eastern Asia,442.0,830.0,1549.0,1924.0,1958.0,87.78280542986425,86.62650602409639,24.20916720464816,1.7671517671517671
Southern Africa,Eastern Europe,1254.0,1521.0,1760.0,1971.0,2173.0,21.291866028708135,15.71334648257725,11.988636363636363,10.248604769152713
Southern Africa,Melanesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Africa,Micronesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Africa,Middle Africa,3770.0,4831.0,5911.0,6987.0,7400.0,28.143236074270554,22.355619954460774,18.203349687024193,5.910977529698011
Southern Africa,Northern Africa,836.0,952.0,1035.0,988.0,1171.0,13.875598086124402,8.718487394957982,-4.541062801932367,18.522267206477732
Southern Africa,Northern America,102958.0,113047.0,125624.0,148058.0,159479.0,9.799141397463043,11.12546109140446,17.858052601413743,7.71386888921909
Southern Africa,Northern Europe,150075.0,178011.0,242841.0,230309.0,261919.0,18.614692653673163,36.41909769620978,-5.160578320794264,13.72503896938461
Southern Africa,Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Africa,South America,784.0,879.0,2612.0,3271.0,3809.0,12.11734693877551,197.15585893060296,25.229709035222054,16.447569550596146
Southern Africa,South Eastern Asia,852.0,689.0,800.0,813.0,838.0,-19.131455399061036,16.110304789550074,1.625,3.075030750307503
Southern Africa,Southern Africa,250697.0,310352.0,458228.0,640123.0,714816.0,23.795657706314792,47.647832138990566,39.69530452089353,11.668538702718072
Southern Africa,Southern Asia,64.0,127.0,257.0,261.0,263.0,98.4375,102.36220472440945,1.556420233463035,0.7662835249042145
Southern Africa,Southern Europe,19932.0,23942.0,26628.0,28003.0,28498.0,20.118402568733696,11.218778715228469,5.163737419257924,1.7676677498839408
Southern Africa,Western Africa,247.0,141.0,594.0,2053.0,2057.0,-42.91497975708502,321.27659574468083,245.62289562289564,0.1948368241597662
Southern Africa,Western Asia,12789.0,14444.0,17287.0,17358.0,17163.0,12.940808507310969,19.68291332040986,0.4107132527332678,-1.123401313515382
Southern Africa,Western Europe,29362.0,39497.0,46993.0,50374.0,56551.0,34.517403446631704,18.9786566068309,7.1946885706381805,12.262278159367927
Southern Asia,Australia New Zealand,236252.0,359251.0,657680.0,933403.0,1152208.0,52.062628041244096,83.06977572783374,41.923579856465146,23.44164310592531
Southern Asia,Caribbean,4170.0,4841.0,6274.0,6523.0,6816.0,16.09112709832134,29.60132204090064,3.968759961746892,4.491798252337881
Southern Asia,Central America,3689.0,4638.0,6162.0,8119.0,8549.0,25.725128761181892,32.85899094437257,31.759169100941254,5.296218746151004
Southern Asia,Central Asia,22734.0,17174.0,16622.0,16447.0,16363.0,-24.456760798803554,-3.2141609409572607,-1.0528215617855854,-0.5107314403842645
Southern Asia,Eastern Africa,27246.0,37051.0,48752.0,52471.0,53438.0,35.986933861851284,31.580794040646676,7.628404988513291,1.842922757332622
Southern Asia,Eastern Asia,102787.0,132211.0,158560.0,183838.0,210013.0,28.626188136632063,19.929506621990605,15.942230070635722,14.238079178407077
Southern Asia,Eastern Europe,39234.0,37432.0,34798.0,40685.0,45995.0,-4.592955089972983,-7.036759991451165,16.917638944766942,13.051493179304414
Southern Asia,Melanesia,4306.0,4329.0,4584.0,4717.0,4810.0,0.5341384115188109,5.8905058905058905,2.9013961605584644,1.9715921136315457
Southern Asia,Micronesia,1022.0,919.0,800.0,906.0,968.0,-10.078277886497064,-12.948857453754082,13.25,6.843267108167771
Southern Asia,Middle Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Asia,Northern Africa,11451.0,12596.0,12522.0,12825.0,14513.0,9.99912671382412,-0.5874880914576056,2.419741255390513,13.16179337231969
Southern Asia,Northern America,2362856.0,3022168.0,3750020.0,4894838.0,5333610.0,27.903181573485647,24.083770326467622,30.528317182308363,8.96397388432467
Southern Asia,Northern Europe,1207861.0,1531317.0,1872259.0,2212647.0,2550790.0,26.779240326494524,22.264625809025826,18.180604286052304,15.282284069713786
Southern Asia,Polynesia,218.0,248.0,261.0,226.0,217.0,13.761467889908257,5.241935483870968,-13.409961685823754,-3.982300884955752
Southern Asia,South America,3644.0,4409.0,5544.0,8077.0,9542.0,20.993413830954992,25.74279882059424,45.68903318903319,18.137922495976227
Southern Asia,South Eastern Asia,432764.0,771336.0,1211091.0,1664181.0,1666384.0,78.23478847593609,57.012119232085624,37.411722157955104,0.13237742769566532
Southern Asia,Southern Africa,28528.0,37042.0,54912.0,68406.0,76243.0,29.844363432417275,48.242535500242965,24.573863636363637,11.456597374499312
Southern Asia,Southern Asia,13186095.0,11812560.0,12269854.0,11790702.0,11176671.0,-10.416541060867528,3.871252294168241,-3.9051157413935,-5.207756077627948
Southern Asia,Southern Europe,195490.0,397573.0,588806.0,625967.0,693595.0,103.3725510256279,48.10009734061418,6.311246828327157,10.803764415696035
Southern Asia,Western Africa,1702.0,1818.0,2526.0,3306.0,3465.0,6.815511163337249,38.943894389438945,30.878859857482183,4.809437386569873
Southern Asia,Western Asia,5843682.0,7628868.0,12526232.0,15830566.0,18402429.0,30.548992912345334,64.19515975371445,26.37931342801251,16.24618475422799
Southern Asia,Western Europe,578548.0,653994.0,723148.0,823266.0,1103989.0,13.040577445605205,10.574103126328376,13.84474547395554,34.09869956976239
Southern Europe,Australia New Zealand,657698.0,650950.0,621958.0,596652.0,612152.0,-1.0260028158820613,-4.453798294799908,-4.068763485637294,2.597829220383071
Southern Europe,Caribbean,32853.0,26709.0,20158.0,20348.0,21804.0,-18.701488448543515,-24.527312890785876,0.9425538247842048,7.155494397483782
Southern Europe,Central America,37638.0,35172.0,39264.0,43957.0,45401.0,-6.551889048302248,11.63425452064142,11.952424612876936,3.2850285506290238
Southern Europe,Central Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Europe,Eastern Africa,3769.0,4807.0,5462.0,5734.0,5851.0,27.540461660918012,13.625962138547951,4.979860856829001,2.0404604115800486
Southern Europe,Eastern Asia,5851.0,7718.0,8042.0,9634.0,11013.0,31.909075371731326,4.197978750971754,19.796070629196716,14.313888312227526
Southern Europe,Eastern Europe,79377.0,103617.0,131586.0,212907.0,267628.0,30.537813220454286,26.992674947161184,61.80064748529479,25.7018322553979
Southern Europe,Melanesia,428.0,456.0,484.0,370.0,388.0,6.5420560747663545,6.140350877192982,-23.553719008264462,4.864864864864865
Southern Europe,Micronesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Europe,Middle Africa,8649.0,8899.0,9255.0,9673.0,9538.0,2.8905075731298417,4.000449488706597,4.516477579686655,-1.395637341052414
Southern Europe,Northern Africa,18803.0,20355.0,22305.0,23911.0,26888.0,8.254002020954102,9.579955784819456,7.200179331988343,12.450336665133202
Southern Europe,Northern America,1831339.0,1761304.0,1761573.0,1741957.0,1821179.0,-3.8242509988593048,0.015272775171123212,-1.11355021903719,4.547873454970473
Southern Europe,Northern Europe,446082.0,523594.0,629495.0,768270.0,894023.0,17.37617747409669,20.22578562779558,22.04544912985806,16.368334049227485
Southern Europe,Polynesia,240.0,250.0,241.0,228.0,236.0,4.166666666666666,-3.5999999999999996,-5.394190871369295,3.508771929824561
Southern Europe,South America,935298.0,809787.0,697986.0,797180.0,844423.0,-13.419359391338375,-13.80622311793101,14.211459828707165,5.92626508442259
Southern Europe,South Eastern Asia,3151.0,2874.0,4721.0,4799.0,4946.0,-8.790860044430339,64.26583159359778,1.6521923321330227,3.0631381537820377
