Origin_Region,Destination_Region,flow2000,flow2005,flow2010,flow2015,flow2019,increase_rate_2000_2005,increase_rate_2005_2010,increase_rate_2010_2015,increase_rate_2015_2019
Eastern Africa,Western Asia,232013.0,283177.0,460311.0,588575.0,629533.0,22.05221259153582,62.55239655763003,27.864639341662485,6.958841269167055
Eastern Africa,Western Europe,231601.0,333522.0,378035.0,451449.0,566243.0,44.00715022819418,13.346345968182009,19.419894983268744,25.42789993997107
Eastern Asia,Australia New Zealand,358873.0,513239.0,714440.0,901056.0,1070557.0,43.014102481936504,39.20220404139202,26.120597950842615,18.811372434121743
Eastern Asia,Caribbean,11158.0,9409.0,7919.0,10268.0,10715.0,-15.674852124036565,-15.835901796152621,29.66283621669403,4.353330736268017
Eastern Asia,Central America,28960.0,32153.0,40482.0,46569.0,48709.0,11.025552486187845,25.904270208067675,15.036312435156365,4.595331658399364
Eastern Asia,Central Asia,72858.0,82814.0,92752.0,98162.0,102415.0,13.664937275247743,12.000386408095249,5.8327583232706575,4.332633809417086
Eastern Asia,Eastern Africa,10875.0,8535.0,6903.0,7416.0,7906.0,-21.517241379310345,-19.121265377855888,7.431551499348108,6.6073354908306365
Eastern Asia,Eastern Asia,3442923.0,4177064.0,4866836.0,5064647.0,5201972.0,21.32318962695361,16.51332131851463,4.064468167819914,2.7114426731023897
Eastern Asia,Eastern Europe,119048.0,126533.0,132445.0,139942.0,148357.0,6.287379880384384,4.672298925971881,5.660462833629054,6.013205470837919
Eastern Asia,Melanesia,1665.0,1731.0,1694.0,1679.0,1697.0,3.963963963963964,-2.1374927787406124,-0.885478158205431,1.0720667063728408
Eastern Asia,Micronesia,26534.0,21469.0,13293.0,12840.0,13257.0,-19.088716363910454,-38.08281708509945,-3.4078086210787633,3.2476635514018692
Eastern Asia,Middle Africa,837.0,705.0,1174.0,1592.0,1674.0,-15.770609318996415,66.52482269503545,35.604770017035776,5.150753768844221
Eastern Asia,Northern Africa,6987.0,7814.0,7667.0,7532.0,8772.0,11.836267353656792,-1.881238802149987,-1.7607930089996087,16.463090812533192
Eastern Asia,Northern America,3571888.0,4040710.0,4622156.0,5345454.0,5700462.0,13.125327557862956,14.389698840055337,15.648498233291996,6.641306800133346
Eastern Asia,Northern Europe,326327.0,366649.0,408665.0,509551.0,580099.0,12.356317436191306,11.459461228586468,24.686723844713885,13.845130320615601
Eastern Asia,Polynesia,1468.0,1727.0,1909.0,1816.0,1822.0,17.643051771117165,10.538506079907354,-4.871660555264536,0.3303964757709251
Eastern Asia,South America,141104.0,146636.0,155271.0,196333.0,216252.0,3.920512529765279,5.888731280176764,26.445376148797905,10.145518073884675
Eastern Asia,South Eastern Asia,641051.0,687353.0,774279.0,896035.0,830016.0,7.222826264992957,12.646485866796246,15.725081010850095,-7.367904155529639
Eastern Asia,Southern Africa,17884.0,22126.0,32324.0,52518.0,58420.0,23.71952583314695,46.0905721775287,62.47370374953595,11.23805171560227
Eastern Asia,Southern Asia,250409.0,257639.0,300139.0,313072.0,312886.0,2.8872764157837776,16.495949759159135,4.309003495047295,-0.0594112536413349
Eastern Asia,Southern Europe,103723.0,254133.0,393375.0,400374.0,439295.0,145.01123183864718,54.79099526625822,1.7792183031458533,9.721160714731726
Eastern Asia,Western Africa,1497.0,1864.0,6559.0,9067.0,9692.0,24.51569806279225,251.87768240343348,38.237536209788075,6.893128929083489
Eastern Asia,Western Asia,22778.0,27158.0,31529.0,29951.0,32939.0,19.22908069189569,16.094705059282717,-5.004916108979035,9.976294614537078
Eastern Asia,Western Europe,283734.0,350051.0,420080.0,469675.0,542957.0,23.372947901908127,20.005370645991587,11.806084555322796,15.602703997445042
Eastern Europe,Australia New Zealand,173486.0,175453.0,174637.0,176977.0,186374.0,1.1338090681668838,-0.46508181678284216,1.339922238700848,5.309729512874554
Eastern Europe,Caribbean,5388.0,3798.0,2314.0,2093.0,2037.0,-29.51002227171492,-39.073196419167985,-9.550561797752808,-2.6755852842809364
Eastern Europe,Central America,7237.0,6598.0,7624.0,8048.0,8327.0,-8.829625535442863,15.550166717187025,5.561385099685205,3.466699801192843
Eastern Europe,Central Asia,4206342.0,4182388.0,4179257.0,4277544.0,4395501.0,-0.5694734284563643,-0.07486153843211103,2.351781668368325,2.757587063978769
Eastern Europe,Eastern Africa,337.0,365.0,408.0,425.0,426.0,8.30860534124629,11.78082191780822,4.166666666666666,0.2352941176470588
Eastern Europe,Eastern Asia,14194.0,16309.0,17663.0,20479.0,21390.0,14.90066225165563,8.302164449077196,15.942931551831514,4.448459397431515
Eastern Europe,Eastern Europe,11280907.0,10539162.0,9924576.0,10278553.0,10461770.0,-6.575224846725533,-5.831450356299675,3.5666712613213907,1.7825174419006256
Eastern Europe,Melanesia,31.0,31.0,26.0,26.0,26.0,0.0,-16.129032258064516,0.0,0.0
Eastern Europe,Micronesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Europe,Middle Africa,1487.0,972.0,2094.0,2712.0,2806.0,-34.633490248823136,115.4320987654321,29.512893982808023,3.466076696165192
Eastern Europe,Northern Africa,15172.0,17058.0,18549.0,17591.0,20947.0,12.430793567097284,8.740766795638411,-5.16469890560138,19.077937581717926
Eastern Europe,Northern America,1961000.0,2032330.0,2183032.0,2205131.0,2345343.0,3.637429882712902,7.4152327623958705,1.0123076528424686,6.35844310383374
Eastern Europe,Northern Europe,1145407.0,1585929.0,1947000.0,2305971.0,2538246.0,38.459866230955456,22.767160446653033,18.43713405238829,10.07276327412617
Eastern Europe,Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Europe,South America,70276.0,56099.0,43322.0,50725.0,55010.0,-20.173316637258807,-22.77580705538423,17.088315405567613,8.447511089206506
Eastern Europe,South Eastern Asia,493.0,395.0,480.0,486.0,500.0,-19.878296146044626,21.518987341772153,1.25,2.880658436213992
Eastern Europe,Southern Africa,11957.0,15021.0,22884.0,40430.0,45243.0,25.625156811909346,52.34671459956062,76.67365845131971,11.904526341825378
Eastern Europe,Southern Asia,1685.0,1596.0,1545.0,1495.0,1473.0,-5.281899109792285,-3.195488721804511,-3.2362459546925564,-1.471571906354515
Eastern Europe,Southern Europe,491125.0,1809979.0,3217388.0,3139277.0,3246366.0,268.5373377449733,77.75830548310229,-2.427776817716732,3.4112631666463327
Eastern Europe,Western Africa,1151.0,1380.0,1395.0,1408.0,1496.0,19.895742832319723,1.0869565217391304,0.9318996415770611,6.25
Eastern Europe,Western Asia,1256040.0,1179200.0,1123216.0,1151063.0,1326935.0,-6.117639565618929,-4.747625508819539,2.4792203814760474,15.279094193801729
Eastern Europe,Western Europe,2913660.0,3849370.0,4754281.0,5218951.0,6069456.0,32.114591270086414,23.50802858649597,9.773717624179135,16.296474138193673
Melanesia,Australia New Zealand,76516.0,96146.0,115782.0,134054.0,143076.0,25.654765016467145,20.42310652549248,15.781382252854502,6.730123681501484
Melanesia,Caribbean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melanesia,Central America,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Melanesia,Central Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melanesia,Eastern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melanesia,Eastern Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melanesia,Eastern Europe,12.0,15.0,16.0,36.0,43.0,25.0,6.666666666666667,125.0,19.444444444444446
Melanesia,Melanesia,7180.0,7273.0,7413.0,6327.0,6529.0,1.2952646239554317,1.9249278152069296,-14.649939295831645,3.1926663505610873
Melanesia,Micronesia,563.0,675.0,699.0,770.0,804.0,19.893428063943162,3.5555555555555554,10.157367668097281,4.415584415584416
Melanesia,Middle Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melanesia,Northern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melanesia,Northern America,54638.0,58927.0,65730.0,71785.0,77311.0,7.849848091072148,11.544792709623772,9.211927582534612,7.69798704464721
Melanesia,Northern Europe,5108.0,6254.0,6602.0,8395.0,9528.0,22.435395458104935,5.564438759194116,27.158436837322025,13.496128648004765
Melanesia,Polynesia,4731.0,5158.0,4699.0,3825.0,3874.0,9.025575988163178,-8.898797983714617,-18.599702064268993,1.2810457516339868
Melanesia,South America,221.0,216.0,241.0,282.0,304.0,-2.262443438914027,11.574074074074074,17.012448132780083,7.801418439716312
Melanesia,South Eastern Asia,373.0,301.0,59.0,60.0,61.0,-19.302949061662197,-80.39867109634552,1.694915254237288,1.6666666666666667
Melanesia,Southern Africa,45.0,57.0,89.0,158.0,175.0,26.666666666666668,56.14035087719298,77.52808988764045,10.759493670886076
Melanesia,Southern Asia,210.0,194.0,178.0,171.0,168.0,-7.6190476190476195,-8.24742268041237,-3.932584269662921,-1.7543859649122806
Melanesia,Southern Europe,192.0,187.0,233.0,814.0,246.0,-2.604166666666667,24.598930481283425,249.35622317596565,-69.77886977886978
Melanesia,Western Africa,0.0,0.0,0.0,31.0,28.0,0.0,0.0,0.0,-9.67741935483871
Melanesia,Western Asia,2.0,3.0,4.0,3.0,2.0,50.0,33.33333333333333,-25.0,-33.33333333333333
Melanesia,Western Europe,777.0,1428.0,1510.0,1659.0,1744.0,83.78378378378379,5.742296918767507,9.867549668874172,5.123568414707655
Micronesia,Australia New Zealand,1532.0,1996.0,2568.0,3083.0,3338.0,30.287206266318538,28.65731462925852,20.054517133956388,8.271164450210835
Micronesia,Caribbean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,Central America,4.0,3.0,5.0,5.0,5.0,-25.0,66.66666666666666,0.0,0.0
Micronesia,Central Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,Eastern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,Eastern Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,Eastern Europe,279.0,171.0,59.0,59.0,58.0,-38.70967741935484,-65.49707602339181,0.0,-1.694915254237288
Micronesia,Melanesia,1632.0,1291.0,1036.0,1040.0,1050.0,-20.894607843137255,-19.752130131680868,0.3861003861003861,0.9615384615384616
Micronesia,Micronesia,18971.0,20928.0,20683.0,20547.0,21394.0,10.315745084602815,-1.1706804281345566,-0.6575448435913552,4.122256290456027
Micronesia,Middle Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,Northern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,Northern America,13745.0,13112.0,12866.0,15252.0,16469.0,-4.605311022189888,-1.87614399023795,18.54500233172703,7.979281405717282
Micronesia,Northern Europe,184.0,183.0,194.0,245.0,284.0,-0.5434782608695652,6.0109289617486334,26.288659793814436,15.918367346938775
Micronesia,Polynesia,88.0,85.0,89.0,85.0,85.0,-3.4090909090909087,4.705882352941177,-4.49438202247191,0.0
Micronesia,South America,30.0,79.0,151.0,193.0,229.0,163.33333333333334,91.13924050632912,27.81456953642384,18.65284974093264
Micronesia,South Eastern Asia,2242.0,1813.0,1026.0,1042.0,1074.0,-19.13470115967886,-43.40871483728627,1.5594541910331383,3.071017274472169
Micronesia,Southern Africa,22.0,26.0,39.0,67.0,73.0,18.181818181818183,50.0,71.7948717948718,8.955223880597014
Micronesia,Southern Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,Southern Europe,320.0,259.0,324.0,321.0,317.0,-19.0625,25.096525096525095,-0.9259259259259258,-1.2461059190031152
Micronesia,Western Africa,0.0,0.0,0.0,39.0,34.0,0.0,0.0,0.0,-12.82051282051282
Micronesia,Western Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,Western Europe,6.0,18.0,15.0,16.0,16.0,200.0,-16.666666666666664,6.666666666666667,0.0
Middle Africa,Australia New Zealand,1000.0,1730.0,4410.0,7040.0,8588.0,73.0,154.91329479768785,59.63718820861678,21.988636363636363
Middle Africa,Caribbean,127.0,160.0,194.0,193.0,194.0,25.984251968503933,21.25,-0.5154639175257731,0.5181347150259068
Middle Africa,Central America,121.0,168.0,241.0,253.0,259.0,38.84297520661157,43.452380952380956,4.979253112033195,2.371541501976284
Middle Africa,Central Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle Africa,Eastern Africa,756743.0,772921.0,794895.0,1022771.0,1134523.0,2.137846005843463,2.8429813654953096,28.66743406361846,10.926395058131293
Middle Africa,Eastern Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle Africa,Eastern Europe,2150.0,2565.0,2940.0,3168.0,3408.0,19.302325581395348,14.619883040935672,7.755102040816326,7.575757575757576
Middle Africa,Melanesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle Africa,Micronesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle Africa,Middle Africa,865771.0,893422.0,1048873.0,1431916.0,1536816.0,3.193800670154117,17.39950437755059,36.51948329302022,7.325848722969782
